Bolge,Gostergeler,Y2005_02,Y2005_03,Y2005_04,Y2005_05,Y2005_06,Y2005_07,Y2005_08,Y2005_09,Y2005_10,Y2005_11,Y2005_12,Y2006_02,Y2006_03,Y2006_04,Y2006_05,Y2006_06,Y2006_07,Y2006_08,Y2006_09,Y2006_10,Y2006_11,Y2006_12,Y2007_02,Y2007_03,Y2007_04,Y2007_05,Y2007_06,Y2007_07,Y2007_08,Y2007_09,Y2007_10,Y2007_11,Y2007_12,Y2008_02,Y2008_03,Y2008_04,Y2008_05,Y2008_06,Y2008_07,Y2008_08,Y2008_09,Y2008_10,Y2008_11,Y2008_12,Y2009_02,Y2009_03,Y2009_04,Y2009_05,Y2009_06,Y2009_07,Y2009_08,Y2009_09,Y2009_10,Y2009_11,Y2009_12,Y2010_02,Y2010_03,Y2010_04,Y2010_05,Y2010_06,Y2010_07,Y2010_08,Y2010_09,Y2010_10,Y2010_11,Y2010_12,Y2011_02,Y2011_03,Y2011_04,Y2011_05,Y2011_06,Y2011_07,Y2011_08,Y2011_09,Y2011_10,Y2011_11,Y2011_12,Y2012_02,Y2012_03,Y2012_04,Y2012_05,Y2012_06,Y2012_07,Y2012_08,Y2012_09,Y2012_10,Y2012_11,Y2012_12,Y2013_02,Y2013_03,Y2013_04,Y2013_05,Y2013_06,Y2013_07,Y2013_08,Y2013_09,Y2013_10,Y2013_11,Y2013_12,Y2014_02,Y2014_03,Y2014_04,Y2014_05,Y2014_06,Y2014_07,Y2014_08,Y2014_09,Y2014_10,Y2014_11,Y2014_12,Y2015_02,Y2015_03,Y2015_04,Y2015_05,Y2015_06,Y2015_07,Y2015_08,Y2015_09,Y2015_10,Y2015_11,Y2015_12,Y2016_02,Y2016_03,Y2016_04,Y2016_05,Y2016_06,Y2016_07,Y2016_08,Y2016_09,Y2016_10,Y2016_11,Y2016_12,Y2017_02,Y2017_03,Y2017_04,Y2017_05,Y2017_06,Y2017_07,Y2017_08,Y2017_09,Y2017_10,Y2017_11,Y2017_12,Y2018_02,Y2018_03,Y2018_04
TR90,Lokanta Ve Oteller,114.78,116.39,117.5,118.38,118.59,119.36,120.53,123.13,123.54,124.76,125.3,126.92,129.11,130.24,133.1,133.74,134.78,135.23,137.54,138.59,139.09,139.07,140.95,141.5,142.55,144.16,146.26,147.28,148.23,150.52,154.21,157.32,157.48,160.15,162.58,164.38,168.77,170.07,172.41,174.52,176.67,180.1,180.32,180.94,181.25,181.65,182.27,183.54,186.88,189.4,190.47,193.69,198.24,199.58,201.96,206.76,210.16,213.74,215.02,215.37,217.1,217.93,220.35,222.43,223.44,223.66,224.32,224.29,224.78,225.91,226.69,227.84,228.04,231.91,234.09,235.14,235.69,237.5,237.66,238.8,242.96,244.47,248.04,249.12,253.89,255.67,257.59,257.85,259.74,262.54,263.08,265.17,266.43,271.24,275.81,280.44,284.68,285.16,286.03,289.74,292.8,294.31,297.11,303.06,305.9,319.26,323.32,327.49,327.68,327.98,330.7,333.31,336.35,339.48,342.49,353,371.21,372.97,373.89,375.7,375.73,384.25,387.87,391.93,392.72,393.45,407.27,412.13,416.49,417.49,418.27,418.78,423.28,424.88,427.54,429.31,429.73,451.49,454.59,456.48,460.03,458.8,460.8,466.65,468.62,473.23
TR90,"Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",111.18,111.01,111.26,111.81,112.68,112.83,112.72,111.48,114.38,115.91,116.58,114.51,114.18,114.74,114.88,117.03,120.59,122.88,125.58,126.24,125.01,124.96,125.86,127.69,127.02,129.8,130.12,129.51,129.19,127.51,127.55,127.76,127.71,129.53,130.81,131.75,135.67,136.83,139.56,138.98,139.17,139.74,141.68,142.66,139.81,137.82,134.56,134.11,133.36,135.07,135.97,136.04,138.89,136.75,136.78,137.84,137.09,138.93,138.79,139.15,140.07,139.97,140.82,140.33,140.69,141.33,144.64,145.94,148.89,148.92,149.6,150.28,151.96,152.97,156.24,157.88,158.36,162.97,164.11,164.64,164.09,164.78,164.15,165.2,165.82,167.38,167.75,168.11,171.23,171.21,171.94,171.53,171.73,171.55,171.88,173.05,176.47,177.19,177.14,182.52,183.75,187.06,187.32,187.64,187.85,188.93,189.12,188.77,190.51,190.46,195.2,195.85,198.86,200.85,200.84,203.98,204.76,207.01,210.05,212.11,212.39,217.95,220.05,221.74,220.52,221.65,222.22,223.62,223.61,225.71,225.23,227.84,231.54,234.59,237.14,239.6,241.17,242.86,246.87,247.98,253.7,255.93,258.1,267.66,269.56,275.58
TR90,Saðlýk,112.56,112.93,113.6,113.59,113.57,112.5,111.59,111.85,111.92,112.18,112.39,113.37,113.29,113.34,116.79,116.94,115.27,116.9,118.58,118.63,118.65,118.66,120.5,120.83,121.01,120.82,121.15,121.28,121.29,121.2,121.22,120.63,119.84,119.91,119.94,120.01,119.95,120.1,120.22,122.11,122.49,122.52,122.54,122.05,122.19,122.26,124.3,124.39,124.34,124.36,124.39,124.42,124.42,124.45,123.25,123.45,123.44,125.78,125.76,125.79,125.95,125.23,125.34,125.49,125.5,125.51,125.49,125.61,125.63,125.69,125.71,125.17,125.24,125.2,125.55,125.91,125.88,126.41,126.78,127.35,127.48,127.51,127.54,127.08,127.1,127.23,127.16,127.17,128.45,128.53,128.58,129.19,129.29,129.64,130.16,131.47,131.75,132.87,133.96,136.1,136.28,136.79,139,140.08,140.2,140.17,141.08,141.24,141.74,141.69,144.2,144.62,146.16,146.24,146.82,147.05,147.14,149.35,149.63,150.79,151.32,155.93,158.1,159.81,159.88,160.99,164.72,166.66,166.47,166.51,166.62,167.95,179.18,182.38,182.76,183.08,183.69,185,184.97,185.25,185.95,186.45,187.18,200.04,204.84,205.54
TR90,Ulaþtýrma,117.24,117.93,120.57,121.74,123.32,123.82,125.58,127.77,128.17,127.51,127.28,129.99,131.07,132.7,135.16,140.01,143.22,143.57,142.79,142.52,142.47,142.73,143.39,145.11,146.77,146.84,146.74,147.68,147.84,148.39,147.46,150.99,150.76,156.62,158.83,161.56,164.06,166.58,166.85,164.98,164.75,163.47,161.05,157.78,159.73,156.95,154.79,155.52,159.14,160.65,164.81,165.25,167.86,169.49,168.41,173.54,175.21,175.8,175.61,174.67,176.18,176.49,176.92,177.38,177.69,178.94,184.64,189.31,191.12,191.4,192.41,194.69,197.74,200.83,201.17,200.06,200.37,204.99,206.94,207.69,204.78,203.6,204.56,207.75,211.15,216.6,214.33,213.24,218.18,218.91,218.15,217.95,221.38,225.79,227.89,232.36,232.77,231.24,233.43,243.46,244.75,242.57,241.77,242.13,244.26,244.98,244.59,243.89,238.74,233.12,235.38,237.07,238.59,242.28,242.39,243.54,242.91,247.36,249.25,246.19,243.67,245.21,247.18,248.99,252.13,253.48,254.9,254.8,261.76,265.58,265.33,270.82,285.01,286.06,289.46,288.61,287.74,291.55,296.89,300.34,307.07,313.25,318.7,325.63,328.34,340.65
TRA1,Alkollü Ýçecekler Ve Tütün,121.82,121.82,121.84,121.84,121.85,124.41,147.15,147.15,147.15,147.16,154.61,162.25,162.29,162.32,162.32,162.33,162.33,162.33,162.4,162.4,162.4,162.41,166.68,179.97,179.98,179.98,179.98,179.98,179.98,179.98,179.98,192.24,192.24,192.24,192.28,192.29,192.3,192.3,192.3,192.3,192.3,192.3,192.3,192.3,192.33,207.44,207.44,207.44,207.45,234.14,237.22,237.22,237.23,237.24,237.23,302.24,302.24,302.24,302.24,302.24,302.23,302.24,300.79,299.33,299.48,299.48,299.54,299.55,299.56,299.57,299.55,299.6,299.6,299.64,341.76,354.09,354.09,354.09,354.07,354.15,354.25,354.24,354.25,354.25,354.35,354.82,354.82,354.82,411.35,411.33,411.34,411.34,411.33,410.64,410.65,410.66,407.26,404.51,393.2,422.4,422.4,422.41,421.84,421.61,429.9,427.35,422.32,422.32,422.31,422.31,436.99,436.99,436.98,436.98,436.98,441.43,442.91,444.54,444.54,444.56,444.56,491.76,491.77,491.8,491.8,491.8,527.92,546.99,546.97,546.99,546.99,587.15,601.85,601.85,601.85,601.85,601.85,601.91,601.92,601.92,601.92,601.92,601.92,602,602,602
TRA1,Çeþitli Mal Ve Hizmetler,114.18,117.28,117.19,117.57,118.31,117.83,118.42,119.55,121.13,121.5,123.66,126.34,126.17,128.93,134.16,133.69,136.46,135.8,135.66,135.22,136.41,135.43,138.02,138.51,138.15,137.47,137.62,138.6,139.17,141.79,142.25,145.43,144.91,152.15,155.53,156.65,155.41,156.33,157.63,154.34,153.01,160.52,160.25,162.9,175.24,179.84,174.13,173.86,176.53,177.04,177.16,178.86,181.34,185.09,187.61,185.49,187.6,187.27,194.13,195.61,191.48,190.89,192.76,195.06,198.18,205,209.13,212.34,215.26,220.28,223.74,226.73,242.88,252.78,248.53,250.85,251.91,260.98,263.27,263,264.45,265.51,265.84,266.38,271.84,273.31,274.7,276.85,286.55,288.48,287.4,286.78,287.5,287.29,288.03,291.5,291.83,292.76,293.4,303.74,307.63,307.92,308.25,310.96,311.76,313.64,316.18,316.83,317.34,319.45,333.49,334.57,338.08,339.43,340.73,340.94,344.03,348.39,353.02,354.06,354.47,365.95,369.59,367.53,372.59,372.57,376.77,379.75,383.27,384.13,388.13,392.24,413.41,417.31,418.25,413.87,413.72,415.92,422.53,425.27,431.97,440.14,439.06,452.63,456.79,466.6
TRA1,Eðitim,131.73,131.51,131.76,131.76,133.66,133.77,134.81,143.04,149.15,154.74,154.74,154.23,153.78,153.47,153.61,156.59,157.18,157.49,167.79,167.79,167.79,167.79,168.02,168.02,168.19,168.64,172.83,182.68,182.98,183.94,183.94,183.94,183.88,183.87,183.93,184.08,183.57,183.24,184.42,184.66,186.11,188.06,188.06,188.06,188.42,188.42,188.39,189.4,187.11,187.47,187.59,189.15,189.8,189.8,189.8,189.89,190,188.38,190.1,207.85,206.77,206.92,210.05,210.39,211.06,211.08,210.81,210.58,210.5,219.67,224.05,227.35,229.36,229.52,230.12,230.61,230.61,230.67,230.66,230.71,231.85,240.62,240.64,241.18,235.89,235.89,235.89,235.89,236.45,237.16,241.71,252.38,265.8,266.07,266.03,267.16,269.04,269.18,266.56,269.96,273.81,273.88,274.29,277.87,278.4,279.01,279.7,277.99,277.99,277.05,277.28,277.23,276.95,277.57,277.6,278.15,279.26,282.43,282.03,282.34,282.39,282.95,284.48,284.48,286.98,292.15,293.63,293.63,312,312.79,312.59,312.59,314.52,315.39,315.45,314.65,314.9,321.96,323.02,336.6,336.6,336.6,336.47,338.02,339.73,348.43
TRA1,Eðlence Ve Kültür,104.86,105.74,104.55,111.21,120.38,117.47,117.37,121.83,121.75,121.92,120.95,118.12,116.71,115.87,118.97,119.61,121.08,122.4,122.18,122.23,121.53,121.44,120.39,119.54,119.44,115.98,116.12,115.14,114.76,114.06,113.7,113.32,112.82,113.13,113.44,113.61,114.4,114.84,114.75,114.39,114.61,117.03,119.36,119.8,123.02,124.25,123.59,122.69,122.45,128.09,127.13,126.64,126.46,126.54,126.03,124.65,125.46,124.43,124.77,126.16,125.88,125.19,124.47,121.93,121.14,120.51,119.81,120.43,119.44,121.92,123.91,125.29,126.45,126.04,126.64,125.87,126.25,125.55,125.71,126.71,128.86,132.47,131.77,132.82,130.32,126.87,127.07,126.43,125.92,126.13,126.45,126.64,128.3,128.54,128.05,128.81,129.48,131.98,132.84,137.15,138.85,139.29,140,140.4,144.52,145.76,145.89,145.56,143.33,144.25,146.81,148.8,150.45,152.09,156.22,156.09,158.77,161.89,163.54,162.58,162.49,165.44,164.07,164.31,167.5,167.41,168.94,169.48,168.47,167.16,170.12,172.76,176.71,185.18,186.51,193.03,192.68,193.8,194.11,195.9,190.67,191.12,190.4,206.45,208.2,210.82
TRA1,Gýda Ve Alkolsüz Ýçecekler,108.56,107.84,107.75,106.53,107.99,108.53,109.72,111.16,112.84,114.85,113.88,117.41,118.74,119.26,117.62,115.01,117.77,116.48,119.91,123.07,125.8,128.32,135.6,136.41,136.3,133.8,134.28,134.4,135.68,139.22,144.41,143.71,144.94,153.79,155.05,156.05,155.5,155.57,156.24,157,158.39,163.78,163.69,164.54,167.66,173.79,176.27,175.71,173.66,172.86,165.64,165.67,170.07,173.44,175.79,182.68,188.48,189.63,183.22,181.96,182.49,185.52,192.71,199.71,197.51,194.63,200.68,201.24,200.8,203.27,198.73,197.91,200.64,203.7,209.95,216.23,218.34,221.23,222.64,223.62,218.07,211.37,213.29,219.46,225.73,230.41,226,225.15,230.05,233.4,233.48,232.9,240.37,241.87,241.34,239.58,246.72,244.06,247.85,269.77,269.92,273.63,272.48,276.92,278.35,279.81,279.19,284.9,280.74,277.69,287.76,294.31,301.33,298.81,292.67,297.86,299.94,301.29,300.91,307.03,307.62,319.47,315.6,311.58,308.98,312.75,320.1,313.55,311.56,314.71,312.99,322.74,343.85,349.19,355.19,352.98,349.93,345.73,342.88,344.57,352.11,361.51,366.98,382.42,385.27,384.65
TRA1,Giyim Ve Ayakkabý,110.74,107.92,109.68,113.06,114.57,112.75,112.8,113.29,118.29,121.82,122.98,114.68,108.21,112.68,122.96,122.07,120.09,115.88,109.98,116.63,120.01,116.88,105.94,107.45,115.9,127.05,128.5,127.28,123.25,117.29,124.95,127.08,124.41,114.4,110.33,118.74,133.29,137.57,131.47,125.49,123.1,131.26,132.45,129.37,118.65,112.13,117.29,131.67,134.81,132.15,128.33,124.18,131.07,134.73,133.43,121.54,119.75,125.55,136.59,134.69,134.61,126.81,124.48,131.11,137.82,138.2,120.62,121.97,135.27,147.41,150.95,145.32,139.04,137.88,145.62,151.13,151.11,131.9,132.07,145.3,162.23,162.38,156.67,151.25,146.42,155.97,165.03,164.86,146.5,145.24,162.65,175.38,173.35,169.21,162.18,154.4,169.9,173.68,168.15,151.45,152.93,166.74,178.21,178.08,175.4,168.74,163.29,169.98,184.23,179.11,158.8,161.15,172.51,192.22,194.74,186.31,180.83,170.44,187.29,194.78,190.87,171.28,176.61,189.1,200.65,201.12,195.31,189.24,184.83,197.46,208.3,203.45,190.68,192.29,209.14,218.84,217.55,211.14,207.34,210.95,228.96,243.76,239.13,215.33,213.44,240.43
TRA1,Haberleþme,104.1,104.33,104.18,104.87,104.33,104.17,104.42,104.88,105.81,105.62,105.41,107.34,107.12,107.09,107.28,107.57,107.73,107.56,107.53,107.52,107.49,107.45,109.05,108.57,108.08,107.85,109.22,107.5,104.19,103.75,103.75,103.69,105.06,106.22,106.58,106.63,106.61,107.4,108.37,109.05,110.62,110.58,110.75,111.29,110.85,110.41,110.71,110.87,112.07,112.27,112.49,112.63,113.86,113.85,114.83,114.69,118.82,113.21,111.76,112.68,112.56,111.74,109.83,109.19,109.47,112.18,113.95,114.33,112.17,111.64,112.43,112.7,112.62,112.77,113.26,113.99,114.42,114.26,114.04,114.01,113.86,116.5,117.09,117.02,118.79,120.48,120.7,121.71,122.06,122.09,122.39,123.08,123.34,124.63,124.59,124.81,124.87,124.62,124.54,123.46,123.78,123.91,123.81,123.91,126.51,126.75,126.71,126.71,126.61,126.52,128.6,128.53,128.2,128.05,128.06,128.1,129.31,130.29,130.63,131.13,130.92,130.62,130.53,130.88,132.24,132.77,134.11,134.22,134.55,134.46,135.42,135.27,136.08,136.08,136.02,137.24,136.91,137.15,137.12,137.74,137.74,138,137.87,138.01,138.26,138.48
TRA1,"Konut, Su, Elektrik, Gaz Ve Diðer Yakýtlar",117.57,116.92,117.29,117.57,118.18,119.01,119.95,121.49,123.84,125.72,126.42,129.77,130.34,130.32,130.67,134.08,135.95,137.18,139.96,142.61,145.96,148.78,149.4,149.89,147.81,146.03,146.42,148.23,152.52,155.71,156.18,160.66,162.68,170.19,170.13,171,172.07,174.33,187.6,193.31,198.6,208.74,209.91,204.35,195.36,192.49,187.04,184.95,187.33,188.94,190.2,191.08,195.84,197.51,198.59,202.5,203.21,209.92,212.73,213.37,213.83,213.8,214.82,213.3,213.27,215.93,218.1,219.13,220.01,222.2,222.34,223.15,225.33,228.86,241.68,242.99,244.95,250.82,252.87,260.69,259.78,258.73,258.44,259.9,262.64,272.55,274.01,274.51,277.76,277.87,276.47,273.76,273.02,274.47,275.44,279.74,280.91,282.21,284.94,290.6,288.27,286.64,285.13,280.8,280.68,281.2,283.42,292.09,292.17,292.74,293.99,296.53,297.09,298,297.01,297.44,298.2,300.42,302.69,303.82,304.81,312.2,312,311.55,310.46,309.74,309.73,311.35,312.8,313.61,319.39,326.72,339.28,338.97,339.21,339.56,338.74,339.51,342.68,344.44,347.83,351.87,357.27,371.15,371.21,374.57
TRA1,Lokanta Ve Oteller,124.1,126.24,126.37,126.03,126.06,127.18,130.11,135.95,135.14,136.24,136.65,138.06,139.1,139.81,146.51,148.35,148.63,152.98,155.65,155.67,155.72,156.74,157.74,158.09,158.95,160.3,161.48,164.53,165.01,167.92,168.66,169.5,169.49,173.83,176.21,179.61,181.86,184.51,187,189.31,190.25,190.56,191.96,191.65,193.86,193.23,194.07,197.53,197.78,198.67,200.93,204.16,206.35,207.38,207.19,210.98,214.17,219.05,221.39,222.78,225.07,225.21,227.36,228.51,230.17,230.11,234.68,235.82,237.43,238.86,242.24,244.47,245.36,249.11,251.14,253.11,254.6,259.8,264.81,265.56,265.73,266.62,269.52,270.7,274.03,274.69,275.65,277.91,278.08,288.06,292.34,294.15,296.36,299.73,300.91,303.49,304.48,307.99,314.15,328.29,331.43,333.04,332.83,336.69,339.56,342.46,347.31,347.87,352.12,353.78,358.17,359.58,362.63,372.48,376.4,378.82,382.28,388.09,389.26,389.77,390.18,394.42,396.75,403.55,413.59,418.35,424.25,428.65,425.92,429.39,429.8,432.51,434.88,437.07,441.77,449.6,451.07,466.47,471.03,472.96,479.45,481.05,480.77,486.49,487.6,493.92
TRA1,"Mobilya, Ev Aletleri Ve Ev Bakým Hizmetleri",117.58,118.5,119.52,120.42,121.43,120.61,120.72,118.33,120.89,121.64,122.88,119.52,118.58,119.79,120.44,122.63,126.47,129.65,133.02,133.33,132.43,132.37,131.97,134.28,133.38,137.77,138.68,138.76,138.33,134.54,134.84,135.39,134.53,136.89,138.92,139.52,144.12,145.5,148.03,147.78,148.08,146.9,148.56,149.08,146.92,145.27,138.34,138.21,138.44,139.35,139.66,139.78,146.07,144.61,143.7,144.58,143.82,145.79,146.5,146.23,147.73,148.08,148.82,148.29,148.86,148.91,153,154.42,158.46,158.87,159.53,160.52,162.03,163.07,166.58,167.74,167.82,171.64,173.35,175.5,175.16,175.93,175.11,175.91,175.82,176.48,177.28,177.31,180.61,180.17,180.86,179.6,180.06,180.28,180.28,181.99,185.17,186.12,186.27,191.19,192.42,195.21,194.51,195.2,195.26,195.71,196.56,196.53,198.38,197.94,204.12,205.11,208.03,209.21,208.85,213.42,214.11,217.13,220.47,222.31,223.9,228.83,230.76,232.46,231.35,231.64,231.39,231.68,232.07,233.59,233.41,235.41,235.54,237.88,239.29,240.56,242.27,244.1,248.92,250.11,258.36,259.98,263.19,271.75,273.51,279.67
TRA1,Saðlýk,111.32,113.29,115.37,115.77,115.77,113.29,112.08,112.42,112.52,111.35,111.48,112.39,112.39,112.76,118.54,118.72,116.81,118.44,120.82,121.43,121.62,121.58,122.46,122.78,123.11,123.23,123.35,123.37,123.4,123.36,123.48,122.41,121.25,122.1,122.17,122.39,122.6,122.7,122.72,125.09,125.1,125.09,125.09,125.11,125.36,125.4,129.05,129.13,129.11,129.15,129.14,129.13,129.15,129.16,127.08,127.01,127.02,127.22,127.22,127.2,127.25,126.9,127,127.08,127.09,127.11,127.22,127.27,127.27,127.34,127.31,126.55,126.66,126.67,126.67,126.74,126.69,127.01,127.45,127.94,127.83,127.82,127.8,127.42,127.43,127.5,127.41,127.24,127.21,127.17,127.7,127.71,128.46,129.97,133.7,138.39,138.54,138.66,148.4,149.06,150.6,150.8,152.34,153.71,153.97,153.58,153.64,153.91,154.03,154.34,156.95,157.39,158.14,162.07,162.93,162.99,163.46,166.25,166.22,166.31,166.69,170.31,173.37,177.61,179.89,181.27,183.04,183.1,182.99,182.29,182,182.74,193.81,196.37,196.78,197.03,198.84,198.94,200.06,199.96,199.96,200.45,200.04,218.63,221.66,221.88
TRA1,Ulaþtýrma,120.83,121.7,125.06,125.63,126.76,128.05,129.43,130.87,130.93,128.49,128.22,132.89,132.31,133.85,135.55,140.23,143.59,143.99,142.65,141.74,141.29,141.18,145.13,146.85,148.17,148.41,149.51,149.26,148.83,149.45,148.36,152.14,151.66,153.7,154.46,158.37,162.38,165.14,165.11,162.18,163.38,162.43,159.9,155.19,160.86,158.25,155.6,156.81,161.03,161.58,163.8,163.07,167.43,168.84,168.23,173.44,174.34,174.36,174.33,174.46,174.56,174.3,174.54,174.92,175.35,176.78,184.46,186.82,188.27,189.5,190.49,191.29,195.09,198.83,200.14,198.98,199.11,202.82,204.41,204.54,202.41,200.79,200.44,202.81,205.37,208.77,207.29,206.95,215.83,215.68,213.97,213.55,215.53,219.74,220.89,225.72,226.24,225.72,229.1,237.8,238.77,237.1,235.32,237.29,241.64,240.89,240.69,239.94,235.32,231.54,231.3,234.34,235.23,237.8,237.58,237.2,237.28,241.11,243.68,242.02,240.55,242.33,243.76,245.68,248.38,250.57,253.24,253.86,259.62,265.36,267.33,272.96,289.03,291.64,292.6,290.2,287.7,290.62,297.73,303.82,310.95,317.86,323.1,327.74,330.12,341.95
TRA2,Alkollü Ýçecekler Ve Tütün,120.99,121.02,121.06,121.07,121.13,123.62,145.22,145.21,145.23,145.24,152.83,160.75,160.76,160.76,160.76,160.76,160.76,160.76,160.77,160.77,160.77,160.77,165.44,179.09,179.1,179.1,179.1,179.11,179.11,179.11,179.11,191.49,191.49,191.49,191.53,191.53,191.53,191.52,191.53,191.53,191.53,191.53,191.53,191.53,191.57,206.35,206.34,206.35,206.35,231.43,235.87,235.87,235.88,235.88,235.88,301.13,301.13,301.14,301.13,301.14,301.14,301.14,297.11,293.08,293.2,293.21,293.2,293.22,293.22,293.22,293.22,293.23,293.23,293.26,335.72,348.57,348.56,348.55,348.55,348.57,348.63,348.63,348.63,348.63,348.77,348.92,348.92,348.93,404.81,404.81,404.81,404.8,404.81,404.12,404.13,404.13,400.75,398.03,386.83,415.58,415.57,415.59,415.01,414.77,423.02,420.41,415.47,415.45,415.47,415.46,429.88,429.91,429.93,429.92,429.94,434.36,435.81,437.41,437.43,437.41,437.41,483.78,483.78,483.81,483.79,483.8,519.31,538.11,538.13,538.11,538.11,577.64,592.08,592.07,592.08,592.08,592.08,592.19,592.2,592.21,592.2,592.21,592.21,592.47,592.47,592.47
TRA2,Çeþitli Mal Ve Hizmetler,109.31,110.66,111.54,111.67,111.63,109.19,111.14,112.85,114.81,116.9,121.17,125.4,125.59,132.67,147.2,143.7,146.66,143.1,140.77,140.02,143.68,142.17,144.25,144.93,145.24,146.08,144.39,143.66,145.1,146.62,148.15,152.93,153.3,159.97,163.47,165.51,162.93,162.72,165.03,161.53,162.94,169.74,169.98,171.53,185.95,188.12,183.33,183.74,185.27,185.54,186.91,190.15,192.04,196.45,198.99,202.24,205.44,206.2,213.58,216.31,210.57,207.41,211.06,212.7,214.77,221.67,225.53,228.7,229.87,234.96,239.41,245.76,262.74,273.15,267.62,272.14,272.47,276.71,279.86,278.08,276.83,279.69,279.78,281.62,293.82,294.18,293.24,291.49,297.72,298.04,292.95,292.23,291.71,291.44,296.11,300.46,300.38,299.65,299.45,307.43,311.22,309.89,311.16,313.3,314.15,315.65,315.63,320.11,321.56,323.5,336.04,336.57,339.49,340.87,346.06,345.78,349.79,354.49,357.94,354.89,354.47,363.14,366.86,365.85,371.57,371.36,376.24,377.63,379.12,379.38,383.51,387.57,408.6,411.94,413.43,409.95,411.59,411.62,411.4,419.57,422.45,428.77,428.47,438.62,440.84,448.18
TRA2,Eðitim,114.55,114.51,114.51,114.51,116.86,116.39,116.46,118.9,118.9,118.9,118.9,118.92,118.92,118.92,118.99,118.99,120.39,121.76,123.76,123.76,123.76,123.76,123.86,123.86,123.86,128.47,132.54,132.63,132.4,134.04,134.54,134.54,134.54,134.54,134.54,134.54,134.47,138.76,139.47,142.97,144.1,144.68,144.68,144.68,144.68,144.68,144.68,145.07,143.13,137.09,137.14,139.07,139.4,139.4,139.4,139.73,140.27,140.29,138.39,133.88,133.88,136.68,136.71,136.71,136.71,136.71,136.71,135.03,136.71,136.95,140.64,141.39,141.65,141.65,141.65,141.65,141.15,141.15,141.15,141.52,145.2,153.38,155.53,156.58,149.75,149.75,149.8,149.86,149.86,149.86,152.21,154.77,160.21,160.3,160.06,163.02,164.57,164.57,164.57,164.61,164.61,165.79,174.98,178.87,179.45,180.07,181.64,181.64,181.84,181.84,181.84,182.14,182.45,182.83,186.78,188.29,189.42,189.56,190.33,190.33,190.33,190.33,190.68,190.43,190.78,193.1,201.85,202.02,202.1,202.1,215.33,215.33,215.33,215.33,216.42,218.49,218.2,218.33,218.33,222,222,222,222,222,223.43,223.43
TRA2,Eðlence Ve Kültür,102.39,102.67,101.13,108.05,117.33,114.7,114.08,114.18,115.11,115.45,115.07,111.06,110.27,109.28,112.66,113.19,114.98,116.38,115.86,115.77,114.04,114.13,113.88,112.32,112.6,109.85,109.71,109.34,108.68,108.66,109.01,108.57,107.72,107.31,107.54,107.27,108.7,109.13,108.71,108.67,109.57,110.84,112.15,112.65,113.5,114.65,115.65,116.06,115.7,116.69,115.39,115.55,116.04,116.73,117.24,116.44,116.04,115.1,114.69,115.13,114.38,114.73,115.54,114.75,114.17,113.25,113.51,114.59,114.66,116.39,116.21,114.82,115.82,115.89,118.13,117.91,119.18,119.23,119.45,119.76,120.06,121.14,121.86,122.36,121.15,121.31,121.99,121.21,120.87,120.74,121.86,121.83,123.14,122.98,123.08,123.74,124.31,125.89,125.16,128.11,128.78,129.42,129.75,130.24,133.65,134.37,133.68,132.96,130.57,130.48,133.87,135.61,136.76,137.98,139.69,139.38,141.83,143.5,145.03,144.47,144.26,147.68,146.94,147.48,148.68,148.28,148.84,149.05,148,147.33,149.07,150.85,157.35,157.43,157.94,161.5,161.56,162.98,163.14,164.7,162.28,163.48,163.43,170.07,169.82,172.64
TRA2,Gýda Ve Alkolsüz Ýçecekler,111.1,109.86,109.96,111.83,110.8,110.08,109.11,111.2,111.77,115.08,115.22,117.25,120.43,120.39,120.89,119.03,120.03,117.46,121.02,120.47,123.76,125.26,130.79,132.53,133.88,134.67,133.12,132.1,133.59,138.54,141.26,142.99,142.94,150.46,153.32,155.37,157.28,155.85,156.56,157.65,158.28,162.13,163.68,163.34,166.71,171.17,170.99,169.3,168.59,168.95,167.73,169.88,173.31,174.46,178.55,187.85,190.91,190.39,183.83,182.14,180.62,182.17,188.98,198.01,198.37,195.05,201.58,202.69,202.16,207.48,201.49,199.99,201.77,205.93,211.33,213.51,215.17,220.61,222.86,225.4,221.71,215.41,216.67,216.42,221.43,224.96,225.52,226.46,236.35,241,240.03,239.87,241.59,240.22,238.43,238.54,243.09,241.72,245.2,262.68,267.52,270.64,267.11,266.55,268.81,267.91,269.74,278.05,280.24,281.76,294.97,299.8,302.78,300.43,289.96,294.62,295.43,299.45,299.97,303.24,306.22,317.18,313.84,311.23,307.81,311.14,322.17,316.54,315.53,318.48,317.51,327.05,349.13,354.19,359.36,360.17,356.79,354.39,352.15,349.54,353.29,359.21,364.64,378.24,380.29,385.3
